gid,cctv,light,log_pa,ep,fp,yp,nb
дь_67ab30bb,-0.5,-0.5,-0.103140759,1.273137698,1.244912281,1.561538462,15
дь_67ab31aa,0,0,0.255417112,0.871331828,0.853333333,1.138461538,12
дь_67ab31ab,-0.5,-0.5,0.255417112,1.137697517,1.701052632,2.769230769,21
дь_67ab31ba,0,0,0.255417112,0.216704289,0.367719298,0.8,17
дь_67ab31bb,0,0,1.024606875,-0.121896163,-0.035087719,-0.015384615,19
дь_67ab32ab,-0.5,-0.5,0.82373675,-0.239277652,-0.24,-0.246153846,5
дь_67ab32ba,0,0,0.82373675,-0.270880361,-0.272280702,-0.253846154,14
дь_67ab32bb,0.5,0.5,0.82373675,-0.225733634,-0.221754386,-0.207692308,7
дь_67ab33aa,0,0,0.586118608,-0.239277652,-0.218947368,-0.215384615,2
дь_67ab33ab,0,0,0.758934921,0.112866817,0.077192982,0.184615385,26
дь_67ab33ba,-0.5,-0.5,0.346422567,-0.343115124,-0.324210526,-0.323076923,5
дь_67ab34aa,-0.5,-0.5,0.346422567,-0.036117381,0.058947368,0.369230769,14
дь_67ab34ab,1,1,-0.114289146,2.072234763,1.235087719,1.176923077,21
дь_67ab34ba,1,1,-0.114289146,1.46275395,0.888421053,0.269230769,90
дь_67ab34bb,1,1,-0.114289146,0.257336343,0.409824561,-0.023076923,94
дь_67ab35aa,1,1,0.572108852,1.846501129,0.929122807,0.838461538,30
дь_67ab35ab,0,0,0.572108852,0.848758465,0.934736842,1.646153846,14
дь_67ab35ba,1,1,0.408128226,0.361173815,0.74245614,1.8,0
дь_67ab35bb,0,0,0.749054812,-0.203160271,-0.154385965,-0.123076923,2
дь_67ab36ba,0.5,0.5,0.395414772,0.288939052,0.167017544,-0.123076923,27
дь_67ab36bb,0.5,0.5,0.395414772,2.573363431,1.578947368,0.715384615,154
дь_67ab37aa,1.5,1.5,-0.271808723,1.033860045,0.425263158,-0.130769231,152
дь_67ab37ab,0,0,-0.271808723,0.288939052,0.008421053,-0.2,100
дь_67ab37ba,2,2,-1.619488248,2.577878104,1.155087719,0.415384615,469
дь_67ab37bb,3,3,-0.805196684,2.306997743,1.226666667,0.584615385,313
дь_67ab38aa,1.5,1.5,-0.805196684,1.471783296,0.691929825,0.2,242
дь_67ab38ab,2.5,2.5,-0.500875293,1.69751693,0.919298246,0.692307692,214
дь_67ab38ba,1.5,1.5,-0.500875293,2.925507901,1.70245614,0.676923077,548
дь_67ab38bb,1,1,-0.097612829,1.413092551,0.996491228,0.553846154,294
дь_67ab39ab,0.5,0.5,-1.575036486,-0.162528217,-0.147368421,-0.215384615,7
дь_67ab39ba,0,0,-1.575036486,0.212189616,0.22877193,-0.007692308,39
дь_67ab40ab,0,0,0.515215972,-0.225733634,-0.221754386,-0.161538462,5
дь_67ab40ba,0,0,0.512823626,-0.144469526,-0.168421053,-0.2,2
дь_67ab40bb,0,0,0.83984156,-0.076749436,-0.051929825,-0.153846154,5
дь_67ba29bb,0,0,0.308954208,-0.297968397,-0.307368421,-0.261538462,4
дь_67ba30aa,0.5,0.5,0.316998127,0.180586907,0.056140351,0.123076923,23
дь_67ba30ab,0,0,0.316998127,0.744920993,0.724210526,1.269230769,15
дь_67ba30ba,1,1,0.316998127,0.717832957,0.858947368,1.338461538,21
дь_67ba30bb,1,1,0.332177312,0.812641084,0.741052632,0.661538462,23
дь_67ba31aa,0,0,0.332177312,0.781038375,1.093333333,1.930769231,20
дь_67ba31ab,-0.5,-0.5,0.131905071,-0.013544018,0.043508772,0.253846154,5
дь_67ba31ba,0,0,0.472500509,-0.297968397,-0.315789474,-0.323076923,6
дь_67ba31bb,0,0,0.607589292,0.094808126,0.150175439,0.123076923,23
дь_67ba32aa,-0.5,-0.5,0.947789399,-0.306997743,-0.32,-0.323076923,2
дь_67ba32ab,-0.5,-0.5,1.071583616,-0.063205418,-0.138947368,-0.207692308,15
дь_67ba32ba,0.5,0.5,1.071583616,0.30248307,0.18245614,0.030769231,24
дь_67ba32bb,0,0,1.088561953,-0.153498871,-0.213333333,-0.169230769,8
дь_67ba33aa,0.5,0.5,1.088561953,0.018058691,0.032280702,0,26
дь_67ba33ab,0.5,0.5,0.758934921,-0.158013544,-0.18245614,-0.223076923,17
дь_67ba34aa,-0.5,-0.5,0.346422567,-0.293453725,-0.293333333,-0.323076923,4
дь_67ba34ab,-0.5,-0.5,-0.114289146,0.90744921,0.72,0.592307692,19
дь_67ba34ba,0,0,-0.114289146,0.785553047,0.524912281,0.361538462,74
дь_67ba34bb,0,0,-0.114289146,0.243792325,0.321403509,0.138461538,107
дь_67ba35aa,-0.5,-0.5,0.572108852,2.153498871,1.861052632,2.3,20
дь_67ba35ab,-0.5,-0.5,0.572108852,1.458239278,1.461052632,2.046153846,12
дь_67ba35ba,1,1,0.2569651,0.225733634,0.763508772,1.953846154,0
дь_67ba35bb,-0.5,-0.5,2.658649851,-0.279909707,-0.21754386,-0.092307692,0
дь_67ba36ba,0,0,1.019569081,0.288939052,0.098245614,-0.146153846,35
дь_67ba36bb,0.5,0.5,0.395414772,3.069977427,1.705263158,0.6,227
дь_67ba37aa,-0.5,-0.5,0.184818437,3.200902935,1.717894737,0.738461538,142
дь_67ba37ab,0.5,0.5,0.039220713,0.749435666,0.631578947,0.184615385,151
дь_67ba37ba,2,2,-1.018877321,2.428893905,1.347368421,0.669230769,448
дь_67ba37bb,2,2,-1.117795108,2.988713318,1.22245614,0.2,571
дь_67ba38aa,2,2,-1.016111067,1.440180587,0.673684211,0.223076923,155
дь_67ba38ab,2,2,-0.443166975,1.417607223,0.993684211,0.907692308,141
дь_67ba38ba,1.5,1.5,-0.443166975,2.334085779,1.240701754,0.638461538,329
дь_67ba38bb,1,1,0.242161557,2.532731377,1.470877193,0.892307692,523
дь_67ba39aa,0,0,0.279145741,0.225733634,0.656842105,1.284615385,21
дь_67ba40aa,0,0,0.384581897,-0.343115124,-0.341052632,-0.323076923,0
дь_67ba41ab,-0.5,-0.5,0.079734968,-0.090293454,-0.050526316,-0.153846154,0
дь_67ba41ba,-0.5,-0.5,0.079734968,2.744920993,1.685614035,0.615384615,0
дь_67bb29bb,-0.5,-0.5,0.308954208,-0.130925508,-0.175438596,-0.115384615,13
дь_67bb30aa,-0.5,-0.5,0.559615788,0.564334086,0.446315789,0.592307692,17
дь_67bb30ab,0.5,0.5,0.559615788,1.58013544,1.910175439,2.623076923,35
дь_67bb30ba,-0.5,-0.5,0.559615788,0.410835214,0.551578947,1.161538462,18
дь_67bb30bb,-0.5,-0.5,0.332177312,0.961625282,1.082105263,1.415384615,21
дь_67bb31aa,0,0,0.332177312,0.212189616,0.256842105,0.223076923,34
дь_67bb31ab,-0.5,-0.5,0.302324349,-0.343115124,-0.332631579,-0.323076923,2
дь_67bb31ba,0,0,0.472500509,-0.270880361,-0.315789474,-0.323076923,13
дь_67bb31bb,0,0,0.472500509,-0.045146727,-0.123508772,-0.076923077,20
дь_67bb32ab,0,0,1.05535678,-0.06772009,-0.071578947,-0.046153846,7
дь_67bb33aa,-0.5,-0.5,1.088561953,-0.343115124,-0.332631579,-0.323076923,0
дь_67bb33ab,-0.5,-0.5,0.889125064,-0.266365688,-0.263859649,-0.238461538,5
дь_67bb34aa,0,0,0.627541423,-0.094808126,-0.112280702,-0.115384615,16
дь_67bb34ab,1,1,-0.114289146,0.198645598,0.186666667,0.053846154,18
дь_67bb34ba,-0.5,-0.5,-0.114289146,0.613995485,0.659649123,0.353846154,101
дь_67bb34bb,0.5,0.5,-0.114289146,0.550790068,0.638596491,0.584615385,116
дь_67bb35aa,0.5,0.5,0.572108852,1.241534989,1.26877193,1.876923077,19
дь_67bb35ab,-0.5,-0.5,0.572108852,0.270880361,0.359298246,0.623076923,2
дь_67bb35ba,-0.5,-0.5,0.471252849,0.821670429,1.351578947,3.184615385,0
дь_67bb35bb,-0.5,-0.5,2.658649851,-0.207674944,-0.174035088,0,0
дь_67bb36ba,1,1,0.379805361,0.347629797,0.383157895,0.315384615,38
дь_67bb36bb,0.5,0.5,0.379805361,1.300225734,0.877192982,0.8,78
дь_67bb37aa,0,0,-0.572701027,-0.022573363,-0.08,-0.161538462,7
дь_67bb37ab,0,0,-0.572701027,0.320541761,0.392982456,0.015384615,85
дь_67bb37ba,2.5,2.5,-1.343234872,2.961625282,1.587368421,0.538461538,563
дь_67bb37bb,2,2,-1.117795108,3.101580135,1.625263158,0.630769231,595
дь_67bb38aa,2,2,-1.016111067,1.051918736,0.74245614,0.369230769,207
дь_67bb38ab,1.5,1.5,-0.443166975,2.248306998,1.49754386,0.815384615,181
дь_67bb38ba,2,2,-0.443166975,2.379232506,1.77122807,1.238461538,219
дь_67bb38bb,1.5,1.5,-0.443166975,2.988713318,1.656140351,0.592307692,640
дь_67bb39aa,0.5,0.5,0.487352268,0.577878104,0.339649123,0.023076923,223
дь_67bb39ab,-0.5,-0.5,0.076961041,-0.343115124,-0.341052632,-0.323076923,1
дь_67bb40aa,-0.5,-0.5,0.384581897,-0.343115124,-0.341052632,-0.323076923,8
дь_67bb40ab,0,0,0.384581897,-0.343115124,-0.341052632,-0.323076923,0
дь_67bb40ba,0.5,0.5,0.590560592,-0.297968397,-0.327017544,-0.323076923,5
дь_67bb40bb,-0.5,-0.5,0.583890195,-0.045146727,0.015438596,0.230769231,0
дь_67bb41aa,-0.5,-0.5,0.583890195,0.022573363,0.026666667,0.2,0
дь_67bb41ab,-0.5,-0.5,0.079734968,-0.126410835,-0.06877193,0.123076923,0
дь_67bb41ba,-0.5,-0.5,0.079734968,2.063205418,1.173333333,1.284615385,0
дь_68aa29ba,0,0,0.714419316,0.009029345,-0.037894737,-0.130769231,30
дь_68aa29bb,-0.5,-0.5,0.308954208,0.031602709,-0.012631579,-0.092307692,27
дь_68aa30aa,0,0,0.559615788,1.598194131,1.10877193,0.907692308,27
дь_68aa30ab,0.5,0.5,0.559615788,0.325056433,0.161403509,0.046153846,13
дь_68aa30ba,0.5,0.5,0.559615788,-0.018058691,0.071578947,0.238461538,18
дь_68aa30bb,2,2,0.661140384,0.433408578,0.557192982,0.546153846,68
дь_68aa31aa,0.5,0.5,0.661140384,-0.018058691,0.002807018,0.023076923,41
дь_68aa31ba,-0.5,-0.5,0.830732844,-0.18510158,-0.209122807,-0.169230769,10
дь_68aa31bb,-0.5,-0.5,0.830732844,-0.194130926,-0.190877193,-0.107692308,6
дь_68aa34aa,0,0,0.611937125,-0.176072235,-0.123508772,-0.130769231,15
дь_68aa34ab,0,0,0.611937125,2.695259594,0.72,-0.046153846,19
дь_68aa34ba,-0.5,-0.5,0.611937125,0.943566591,0.850526316,0.930769231,44
дь_68aa34bb,-0.5,-0.5,0.112435429,0.505643341,0.513684211,0.484615385,43
дь_68aa35aa,2,2,0.454889991,0.428893905,0.398596491,0.361538462,12
дь_68aa36ba,-0.5,-0.5,0.379805361,1.079006772,0.785964912,0.592307692,44
дь_68aa36bb,0,0,0.379805361,0.433408578,0.252631579,0.4,11
дь_68aa37aa,0,0,-0.572701027,0.731376975,0.416842105,0.192307692,78
дь_68aa37ab,0,0,-0.572701027,1.589164786,2.395789474,1.830769231,91
дь_68aa37ba,1,1,-0.949330586,0.993227991,0.712982456,0.261538462,162
дь_68aa37bb,2.5,2.5,-0.949330586,2.496613995,1.545263158,0.607692308,542
дь_68aa38aa,2,2,-1.016111067,2.618510158,1.463859649,0.684615385,508
дь_68aa38ab,2,2,-0.443166975,0.37020316,0.193684211,0.046153846,74
дь_68aa38ba,2.5,2.5,-0.443166975,2.031602709,1.483508772,1.246153846,161
дь_68aa38bb,3.5,3.5,-0.443166975,2.325056433,1.404912281,0.8,523
дь_68aa39aa,2.5,2.5,-0.189950584,1.693002257,1.117192982,0.392307692,422
дь_68aa40aa,-0.5,-0.5,0.384581897,-0.216704289,-0.303157895,-0.323076923,4
дь_68aa40ab,0,0,0.350656872,-0.343115124,-0.341052632,-0.323076923,3
дь_68aa40ba,-0.5,-0.5,0.590560592,-0.198645598,0.397192982,-0.107692308,0
дь_68aa40bb,-0.5,-0.5,0.641327432,0.410835214,0.734035088,1.323076923,0
дь_68aa41aa,-0.5,-0.5,0.641327432,-0.045146727,0.049122807,0.284615385,0
дь_68aa41ab,-0.5,-0.5,0.641327432,0.329571106,0.756491228,1.738461538,0
дь_68aa41ba,-0.5,-0.5,0.227135573,0.577878104,1.29122807,3.484615385,0
дь_68ab29ba,0.5,0.5,0.714419316,0,-0.009824561,-0.130769231,34
дь_68ab29bb,1.5,1.5,0.851005265,0.902934537,0.967017544,0.623076923,134
дь_68ab30aa,0.5,0.5,0.559615788,0.781038375,0.332631579,0.161538462,17
дь_68ab30ab,0.5,0.5,0.559615788,1.376975169,1.042807018,1.453846154,9
дь_68ab30ba,1.5,1.5,0.559615788,0.361173815,0.425263158,0.430769231,47
дь_68ab30bb,0,0,0.661140384,-0.009029345,0.002807018,-0.138461538,40
дь_68ab31aa,-0.5,-0.5,0.661140384,-0.30248307,-0.314385965,-0.323076923,2
дь_68ab31ba,-0.5,-0.5,0.830732844,-0.343115124,-0.341052632,-0.323076923,1
дь_68ab34aa,0,0,0.611937125,-0.085778781,-0.096842105,0.107692308,5
дь_68ab34ab,0,0,0.611937125,1.611738149,0.835087719,0.707692308,17
дь_68ab34ba,0,0,0.611937125,0.167042889,0.401403509,0.676923077,7
дь_68ab34bb,-0.5,-0.5,0.354171814,0.492099323,0.919298246,1.092307692,10
дь_68ab35aa,-0.5,-0.5,0.365337317,0.347629797,0.289122807,0.261538462,8
дь_68ab36ab,-0.5,-0.5,0.379805361,-0.343115124,-0.341052632,-0.323076923,2
дь_68ab36ba,2,2,0.379805361,0.334085779,0.140350877,0.069230769,50
дь_68ab36bb,0.5,0.5,0.379805361,-0.343115124,-0.341052632,-0.323076923,7
дь_68ab37aa,1,1,-0.054456186,0.731376975,0.370526316,0.115384615,93
дь_68ab37ab,1.5,1.5,-0.572701027,1.525959368,1.170526316,1.038461538,149
дь_68ab37ba,0.5,0.5,-0.177931208,0.623024831,0.384561404,0.423076923,81
дь_68ab37bb,1,1,-0.177931208,1.990970655,0.997894737,0.184615385,361
дь_68ab38aa,3,3,-0.177931208,2.893905192,1.866666667,1.430769231,462
дь_68ab38ab,1.5,1.5,-0.471604911,1.029345372,1.01754386,1.192307692,101
дь_68ab38ba,2.5,2.5,-0.471604911,2.194130926,1.61122807,1.461538462,194
дь_68ab38bb,3,3,-0.978166136,1.914221219,1.216842105,0.792307692,252
дь_68ab39aa,0,0,-0.189950584,-0.040632054,-0.151578947,-0.276923077,61
дь_68ab40ab,0.5,0.5,0.350656872,-0.343115124,-0.341052632,-0.323076923,2
дь_68ab40ba,-0.5,-0.5,0.590560592,-0.108352144,0.362105263,-0.007692308,0
дь_68ab40bb,-0.5,-0.5,0.641327432,0.022573363,0.311578947,0.969230769,0
дь_68ab41aa,-0.5,-0.5,0.641327432,-0.18510158,-0.095438596,0.1,0
дь_68ab41ab,-0.5,-0.5,0.641327432,1.083521445,1.04,1.692307692,0
дь_68ab41ba,-0.5,-0.5,-0.657780037,-0.162528217,0.009824561,0.061538462,0
дь_68ba29bb,1,1,0.851005265,0.148984199,0.234385965,0.038461538,56
дь_68ba30aa,2.5,2.5,0.851005265,0.925507901,0.752280702,0.676923077,108
дь_68ba30ab,1,1,0.851005265,0.320541761,0.367719298,0.523076923,44
дь_68ba30ba,0,0,0.681580544,0.063205418,0.098245614,0.007692308,41
дь_68ba30bb,0.5,0.5,0.681580544,0.194130926,0.150175439,0.1,53
дь_68ba34aa,0.5,0.5,0.611937125,0.316027088,0.209122807,0.276923077,17
дь_68ba34ab,0.5,0.5,0.611937125,0.523702032,0.458947368,0.515384615,33
дь_68ba34ba,-0.5,-0.5,0.611937125,-0.194130926,-0.279298246,-0.253846154,5
дь_68ba34bb,0,0,0.83681453,0.713318284,0.516491228,0.461538462,10
дь_68ba35aa,-0.5,-0.5,0.365337317,-0.198645598,-0.130526316,0.084615385,0
дь_68ba36ab,-0.5,-0.5,0.496523839,-0.045146727,-0.077192982,-0.107692308,24
дь_68ba36ba,0,0,0.496523839,0.243792325,0.110877193,0.069230769,62
дь_68ba36bb,0,0,0.098939948,0.713318284,0.734035088,1.215384615,41
дь_68ba37ab,-0.5,-0.5,-0.219400565,-0.013544018,-0.106666667,-0.138461538,12
дь_68ba37ba,2,2,0.130150684,1.200902935,0.801403509,0.730769231,151
дь_68ba37bb,1.5,1.5,0.130150684,-0.153498871,-0.223157895,-0.323076923,187
дь_68ba38aa,1.5,1.5,0.130150684,2.0496614,1.089122807,0.330769231,441
дь_68ba38ab,3.5,3.5,-0.287682072,3.047404063,1.672982456,0.661538462,547
дь_68ba38ba,1,1,-0.287682072,0.293453725,0.206315789,0.230769231,60
дь_68ba38bb,2,2,-0.287682072,1.20993228,0.992280702,1.038461538,80
дь_68ba39aa,0.5,0.5,-0.994252273,-0.121896163,-0.129122807,-0.007692308,7
дь_68ba39ab,-0.5,-0.5,0.138891999,2.027088036,2.30877193,3.307692308,0
дь_68ba39ba,-0.5,-0.5,0.261594738,0.297968397,0.439298246,0.861538462,0
дь_68ba40aa,-0.5,-0.5,0.277631737,-0.284424379,-0.301754386,-0.223076923,5
дь_68ba40ab,-0.5,-0.5,0.277631737,0.663656885,0.614736842,0.815384615,0
дь_68ba40ba,-0.5,-0.5,0.277631737,0.573363431,0.567017544,0.830769231,0
дь_68ba40bb,-0.5,-0.5,0.641327432,0.726862302,1.803508772,4.584615385,0
дь_68ba41aa,-0.5,-0.5,0.641327432,-0.085778781,0.195087719,0.984615385,0
дь_68ba41ab,-0.5,-0.5,0.641327432,1.873589165,1.04,0.369230769,0
дь_68ba41ba,-0.5,-0.5,-0.657780037,3.823927765,1.879298246,0.546153846,0
дь_68bb30aa,0.5,0.5,0.851005265,-0.158013544,-0.120701754,-0.223076923,28
дь_68bb30ab,-0.5,-0.5,1.113500901,0.004514673,-0.054736842,-0.169230769,12
дь_68bb31ba,-0.5,-0.5,0.839409688,-0.343115124,-0.341052632,-0.323076923,7
дь_68bb31bb,-0.5,-0.5,1.187843422,-0.212189616,-0.195087719,-0.161538462,4
дь_68bb34aa,0,0,0.699626147,0.243792325,0.322807018,0.684615385,22
дь_68bb34ab,0.5,0.5,0.699626147,0.546275395,0.444912281,0.492307692,27
дь_68bb34ba,-0.5,-0.5,0.699626147,-0.288939052,-0.315789474,-0.323076923,8
дь_68bb34bb,-0.5,-0.5,0.83681453,0.37020316,0.294736842,0.623076923,1
дь_68bb35aa,0,0,0.365337317,0.478555305,0.77754386,1.415384615,1
дь_68bb36ab,0,0,0.496523839,0.144469526,0.023859649,-0.107692308,25
дь_68bb36ba,2,2,0.496523839,1.002257336,0.635789474,0.476923077,78
дь_68bb36bb,1,1,0.098939948,0.803611738,0.332631579,0.069230769,114
дь_68bb37ab,-0.5,-0.5,0.70111535,0.613995485,0.707368421,1.346153846,17
дь_68bb37ba,1.5,1.5,0.324255053,0.297968397,0.487017544,1.076923077,0
дь_68bb37bb,0.5,0.5,0.324255053,-0.284424379,-0.310175439,-0.323076923,210
дь_68bb38aa,1,1,0.324255053,0.880361174,0.717192982,0.292307692,166
дь_68bb38ab,1,1,0.026641931,2.415349887,1.402105263,0.661538462,296
дь_68bb38ba,1,1,-0.287682072,-0.180586907,-0.224561404,-0.2,2
дь_68bb39aa,0,0,-0.780886095,0.871331828,0.881403509,1.153846154,19
дь_68bb39ab,-0.5,-0.5,-0.780886095,2.198645598,2.492631579,3.761538462,0
дь_68bb39ba,-0.5,-0.5,0.261594738,0.613995485,0.630175439,0.953846154,0
дь_68bb40ab,-0.5,-0.5,0.277631737,-0.243792325,-0.234385965,-0.2,0
дь_68bb40ba,-0.5,-0.5,0.277631737,-0.225733634,-0.144561404,-0.015384615,0
дь_68bb40bb,-0.5,-0.5,-0.791863153,0.130925508,0.926315789,3.338461538,0
дь_68bb41aa,-0.5,-0.5,-0.791863153,-0.103837472,0.225964912,1.076923077,0
дь_69aa29ab,-0.5,-0.5,1.316408234,-0.343115124,-0.341052632,-0.323076923,1
дь_69aa30bb,-0.5,-0.5,1.025324493,-0.343115124,-0.341052632,-0.323076923,1
дь_69aa31ab,0,0,0.985070247,-0.343115124,-0.341052632,-0.323076923,4
дь_69aa31ba,2,2,0.985070247,-0.090293454,-0.140350877,0,35
дь_69aa31bb,-0.5,-0.5,1.214912744,-0.343115124,-0.341052632,-0.323076923,1
дь_69aa32aa,-0.5,-0.5,1.214912744,-0.343115124,-0.261052632,-0.092307692,0
дь_69aa32ab,-0.5,-0.5,1.214912744,-0.284424379,-0.13754386,0.092307692,0
дь_69aa33bb,-0.5,-0.5,1.259596708,-0.343115124,-0.33122807,-0.323076923,6
дь_69aa34aa,-0.5,-0.5,0.998791953,-0.343115124,-0.317192982,-0.323076923,8
дь_69aa34ab,-0.5,-0.5,0.998791953,0.11738149,0.036491228,0.030769231,20
дь_69aa34ba,-0.5,-0.5,0.998791953,-0.270880361,-0.293333333,-0.323076923,1
дь_69aa34bb,-0.5,-0.5,0.83681453,0.767494357,0.364912281,0.007692308,0
дь_69aa35aa,2,2,-1.390302383,0.266365688,0.188070175,0.038461538,0
дь_69aa35ab,0.5,0.5,-1.390302383,-0.045146727,0.001403509,0.023076923,0
дь_69aa35ba,0,0,-1.390302383,-0.343115124,-0.341052632,-0.323076923,0
дь_69aa36ab,0,0,0.496523839,-0.090293454,-0.214736842,-0.230769231,8
дь_69aa36ba,1,1,0.496523839,2.835214447,2.346666667,2.776923077,70
дь_69aa36bb,1,1,0.098939948,0.505643341,0.294736842,0.307692308,71
дь_69aa37aa,0,0,-0.07364654,0.659142212,0.641403509,1.069230769,21
дь_69aa37ab,0,0,0.70111535,-0.225733634,-0.199298246,-0.1,0
дь_69aa37ba,0,0,0.324255053,-0.013544018,0.13754386,0.553846154,0
дь_69aa37bb,1,1,0.291175962,-0.343115124,-0.341052632,-0.323076923,6
дь_69aa38aa,2,2,0.291175962,0.054176072,-0.021052632,-0.023076923,190
дь_69aa38ab,-0.5,-0.5,0.291175962,3.286681716,2.312982456,2.107692308,31
дь_69aa38ba,0.5,0.5,-0.663588378,0.356659142,0.207719298,0.246153846,6
дь_69aa39aa,3,3,-0.157824085,-0.072234763,-0.21754386,-0.253846154,33
дь_69aa39ab,2.5,2.5,-0.157824085,-0.212189616,-0.218947368,-0.246153846,379
дь_69aa39ba,2,2,-0.532730459,-0.257336343,-0.275087719,-0.323076923,389
дь_69aa39bb,-0.5,-0.5,0.826366024,-0.343115124,-0.341052632,-0.323076923,56
дь_69aa40ba,-0.5,-0.5,0.277631737,-0.343115124,-0.32,-0.323076923,0
дь_69aa40bb,-0.5,-0.5,-0.791863153,0.040632054,0.084210526,0.430769231,0
дь_69aa41aa,-0.5,-0.5,-0.791863153,0.325056433,0.409824561,1.007692308,0
дь_69aa41ab,-0.5,-0.5,-0.791863153,0.433408578,0.919298246,2.492307692,0
дь_69aa41ba,-0.5,-0.5,-0.21319322,0.06772009,0.536140351,1.669230769,0
дь_69ab31bb,-0.5,-0.5,1.265820208,-0.343115124,-0.341052632,-0.323076923,2
дь_69ab32aa,-0.5,-0.5,1.265820208,-0.279909707,-0.305964912,-0.323076923,2
дь_69ab33bb,-0.5,-0.5,1.214912744,-0.297968397,-0.311578947,-0.323076923,8
дь_69ab34aa,0,0,1.214912744,0.397291196,0.241403509,0.207692308,10
дь_69ab34bb,-0.5,-0.5,0.994732158,-0.297968397,-0.155789474,0.107692308,0
дь_69ab35aa,0,0,-1.390302383,0.713318284,0.666666667,1.369230769,0
дь_69ab35ab,1,1,0.849295863,-0.343115124,-0.287719298,-0.184615385,0
дь_69ab36ba,-0.5,-0.5,0.6590732,0.478555305,0.364912281,0.4,6
дь_69ab36bb,0,0,0.768718367,0,-0.02245614,0,15
дь_69ab37aa,-0.5,-0.5,0.580538236,-0.203160271,-0.185263158,-0.084615385,0
дь_69ab37ab,0.5,0.5,0.70111535,-0.040632054,-0.101052632,-0.123076923,85
дь_69ab37ba,1.5,1.5,0.324255053,0.735891648,0.310175439,0.107692308,432
дь_69ab37bb,1.5,1.5,0.286681572,-0.18510158,-0.255438596,-0.323076923,53
дь_69ab38aa,2,2,0.286681572,1.656884876,0.517894737,-0.038461538,294
дь_69ab38ab,0,0,0.286681572,0.731376975,0.369122807,0.230769231,53
дь_69ab38ba,-0.5,-0.5,-0.083381609,-0.343115124,-0.341052632,-0.323076923,2
дь_69ab38bb,-0.5,-0.5,-0.157824085,0.009029345,-0.067368421,0.023076923,24
дь_69ab39aa,0.5,0.5,-0.157824085,0.06772009,-0.040701754,0.030769231,28
дь_69ab39ab,0.5,0.5,-0.157824085,-0.343115124,-0.329824561,-0.323076923,234
дь_69ab39ba,1.5,1.5,-1.5945493,2.501128668,1.553684211,1.507692308,335
дь_69ab39bb,1,1,-0.127833372,0.943566591,0.62877193,0.661538462,276
дь_69ab40aa,-0.5,-0.5,0.064850972,-0.343115124,-0.341052632,-0.323076923,0
дь_69ab40bb,-0.5,-0.5,-0.791863153,0.013544018,0.023859649,0.369230769,0
дь_69ab41aa,-0.5,-0.5,-0.791863153,0.830699774,0.66245614,1.330769231,0
дь_69ab41ab,-0.5,-0.5,-0.273121921,0.690744921,1.173333333,2.861538462,0
дь_69ab41ba,-0.5,-0.5,-0.088831214,0.243792325,0.669473684,1.7,0
дь_69ba30ab,-0.5,-0.5,1.711452838,-0.343115124,-0.341052632,-0.323076923,2
дь_69ba32aa,-0.5,-0.5,1.265820208,-0.343115124,-0.304561404,-0.230769231,1
дь_69ba33bb,0,0,1.214912744,-0.25282167,-0.241403509,-0.223076923,10
дь_69ba34aa,0,0,1.214912744,-0.343115124,-0.325614035,-0.323076923,6
дь_69ba35aa,0.5,0.5,-0.382725621,0.948081264,0.837894737,1.046153846,0
дь_69ba35ab,-0.5,-0.5,0.849295863,0.523702032,0.597894737,1.330769231,0
дь_69ba35ba,-0.5,-0.5,1.149305403,-0.343115124,-0.328421053,-0.323076923,3
дь_69ba35bb,-0.5,-0.5,1.173101141,-0.343115124,-0.341052632,-0.323076923,3
дь_69ba36bb,0,0,0.768718367,-0.306997743,-0.325614035,-0.323076923,4
дь_69ba37aa,0,0,-0.077961541,1.589164786,1.500350877,1.507692308,85
дь_69ba37ab,2,2,-0.077961541,1.336343115,0.62877193,0.407692308,557
дь_69ba37ba,1,1,0.267734435,0.957110609,0.315789474,0.030769231,444
дь_69ba37bb,0.5,0.5,0.286681572,1.101580135,0.487017544,0.092307692,366
дь_69ba38aa,2.5,2.5,0.286681572,3.146726862,1.818947368,1.1,337
дь_69ba38ab,1,1,0.286681572,0.997742664,0.366315789,0.330769231,101
дь_69ba38ba,0,0,-0.083381609,0.9751693,0.520701754,0.330769231,63
дь_69ba38bb,2,2,-1.22758267,2.027088036,1.431578947,1.4,70
дь_69ba39aa,-0.5,-0.5,-1.22758267,2.257336343,2.172631579,3.330769231,10
дь_69ba39ab,1,1,-0.157824085,0.288939052,0.341052632,0.638461538,2
дь_69ba39ba,0,0,-0.279713903,-0.198645598,-0.225964912,-0.223076923,7
дь_69ba39bb,2,2,-0.0629398,0.686230248,0.475789474,0.123076923,83
дь_69ba40aa,0.5,0.5,-0.0629398,0.424379233,0.273684211,0.084615385,60
дь_69ba40ab,0,0,0.404798219,0.568848758,0.176842105,-0.107692308,26
дь_69ba40ba,-0.5,-0.5,-0.106472245,-0.343115124,-0.341052632,-0.323076923,0
дь_69ba41aa,-0.5,-0.5,0.21107097,0.162528217,0.026666667,0.2,0
дь_69ba41ab,-0.5,-0.5,0.21107097,0.320541761,0.259649123,0.592307692,0
дь_69bb33ba,-0.5,-0.5,1.214912744,-0.311512415,-0.301754386,-0.323076923,2
