gid,lon,lat,인구_전체,인구_여자,인구_남자,유소년_전체,유소년_여자,유소년_남자,고령_전체,고령_여자,고령_남자,건축물수,공동주택수,단독주택수,사용승인일,cctv,보안등
ㅼ궗673354,127.1310203,37.41761268,543,279,264,98,53,45,70,36,34,4,4,,2012,0,0
ㅼ궗656319,127.1119716,37.38600353,132,70,62,17,9,8,16,9,7,18,,17,2010.06,1,8
ㅼ궗644336,127.0983345,37.4012814,11,0,6,0,,0,0,,0,3,,3,2013.33,0,1
ㅼ궗674368,127.1320886,37.43023524,868,445,423,62,27,35,184,101,83,36,12,18,1998.56,0,6
ㅼ궗689364,127.1490596,37.42668135,185,91,94,14,7,7,45,22,23,12,4,6,1993.67,0,6
ㅼ궗652281,127.1076316,37.35173672,520,271,249,70,36,34,80,44,36,5,3,,1995,0,0
ㅼ궗681345,127.1400998,37.40952829,297,152,145,29,15,14,35,20,15,5,5,,1995,0,0
ㅼ궗669382,127.1263745,37.44283651,376,183,193,10,0,7,104,62,42,65,2,59,1988.12,1,12
ㅼ궗687390,127.146689,37.45010995,62,38,24,0,0,0,15,9,6,7,2,,1995,0,3
ㅼ궗704374,127.1659729,37.43574408,330,157,173,40,15,25,49,30,19,22,6,14,1992.95,0,6
ㅼ궗672405,127.1296637,37.46357835,223,93,130,21,11,10,24,12,12,15,1,13,2007.47,1,1
ㅼ궗658322,127.1142169,37.38871501,286,164,122,39,18,21,57,30,27,2,1,,2013,0,0
ㅼ궗705387,127.1670514,37.44746495,213,112,101,17,8,9,42,26,16,18,1,13,1990.89,0,4
ㅼ궗650294,127.105312,37.36344698,20,7,13,0,0,,0,0,0,,,,,0,0
ㅼ궗692314,127.1526584,37.38162313,0,0,0,,,,0,,0,1,,1,2004,0,0
ㅼ궗665303,127.1222104,37.3716146,315,163,152,68,33,35,45,29,16,2,1,,1993,1,0
ㅼ궗670324,127.1277638,37.39056118,380,209,171,44,20,24,56,30,26,2,2,,1992,0,0
ㅼ궗621365,127.0721997,37.42732955,12,0,7,0,,0,6,0,0,2,,,2014,1,0
ㅼ궗640320,127.093893,37.3868442,460,236,224,138,67,71,17,14,0,2,2,,2009,1,0
ㅼ궗678353,127.1366751,37.41672882,115,54,61,19,9,10,6,0,0,12,,11,2018.58,0,0
ㅼ궗672382,127.1297659,37.44284719,491,221,270,23,11,12,117,66,51,97,1,89,1986.81,0,6
ㅼ궗690408,127.1500051,37.46634445,100,50,50,20,10,10,13,7,6,10,1,9,2017.4,0,0
ㅼ궗663330,127.1198288,37.39594421,406,205,201,80,38,42,28,14,14,2,2,,2009,0,0
ㅼ궗620319,127.0713058,37.3858631,781,400,381,107,53,54,119,62,57,2,2,,2010,0,0
ㅼ궗675308,127.1334824,37.37615697,271,145,126,31,15,16,52,26,26,4,2,,1992,0,0
ㅼ궗643329,127.0972385,37.39496804,99,55,44,23,15,8,17,6,11,17,16,,2009,0,0
ㅼ궗633321,127.0859807,37.38771814,308,150,158,60,27,33,30,15,15,1,1,,2009,0,0
ㅼ궗690368,127.150173,37.43029014,238,114,124,16,9,7,45,28,17,23,8,3,1993.61,1,6
ㅼ궗641389,127.0946876,37.44904168,0,,0,,,,,,,1,,1,1970,0,0
ㅼ궗696358,127.1569958,37.4212964,8,0,0,,,,0,,0,2,,1,2007,0,1
ㅼ궗703347,127.164951,37.41140408,355,192,163,33,15,18,69,39,30,2,2,,2008,0,0
ㅼ궗695339,127.155944,37.4041672,132,59,73,9,7,0,19,9,10,6,,6,2000.67,1,3
ㅼ궗704346,127.166085,37.41050591,219,106,113,29,9,20,43,26,17,1,1,,2008,0,0
ㅼ궗633318,127.0859956,37.38501406,54,27,27,6,0,0,12,6,6,3,3,,2009,0,0
ㅼ궗687410,127.1466042,37.46813706,596,302,294,158,80,78,22,10,12,2,2,,2016,0,0
ㅼ궗679346,127.1378355,37.41042275,316,148,168,21,13,8,33,17,16,15,1,13,1996.27,0,5
ㅼ궗676326,127.1345331,37.39238505,99,52,47,0,,0,13,10,0,4,3,1,2000.25,0,1
ㅼ궗680387,127.138788,37.44738195,261,114,147,14,0,9,55,30,25,34,1,21,1989.45,2,5
ㅼ궗673382,127.1308964,37.44285072,349,168,181,12,6,6,84,47,37,50,2,36,1988.94,1,6
ㅼ궗642306,127.0962199,37.37423286,0,,0,,,,0,,0,,,,,0,0
ㅼ궗660282,127.1166597,37.35266771,166,92,74,9,6,0,41,21,20,5,5,,1994.8,0,0
ㅼ궗705401,127.1669954,37.46008397,572,297,275,32,16,16,134,67,67,34,16,11,1997.41,0,8
ㅼ궗671367,127.1287022,37.42932328,255,135,120,0,,0,0,0,0,4,,,2019.25,0,0
ㅼ궗695383,127.1557625,37.44382713,246,94,152,0,0,0,84,42,42,54,1,19,1986.57,1,8
ㅼ궗694383,127.154632,37.44382383,36,15,21,,,,13,6,7,11,,6,1988.91,0,1
ㅼ궗618323,127.069026,37.38946032,102,48,54,30,12,18,8,0,0,18,,18,2014.17,1,0
ㅼ궗644289,127.0985604,37.35891735,53,28,25,0,,0,25,15,10,1,,,2009,0,0
ㅼ궗686307,127.1459107,37.37529345,200,112,88,17,9,8,29,14,15,16,,16,1997.13,0,2
ㅼ궗670297,127.1278841,37.3662243,245,128,117,13,6,7,45,25,20,24,,21,1996.38,0,1
ㅼ궗670296,127.1278885,37.36532293,384,188,196,13,0,8,60,33,27,29,,27,1996.52,0,3
ㅼ궗670410,127.1273798,37.468078,64,24,40,11,0,8,12,6,6,4,,4,2008,2,0
ㅼ궗670345,127.1276702,37.4094898,344,179,165,41,22,19,69,36,33,3,1,,1992,0,0
ㅼ궗669318,127.126661,37.38514943,484,264,220,74,40,34,62,37,25,4,4,,1991,0,0
ㅼ궗642344,127.0960362,37.40848458,0,0,0,,,,,,,3,,1,2001.33,0,1
ㅼ궗692353,127.1524961,37.41677638,103,56,47,20,12,8,6,0,0,2,,2,2011.5,0,0
ㅼ궗708360,127.1705497,37.4231377,0,0,0,,,,0,,0,1,,,2002,0,0
ㅼ궗702401,127.1636032,37.46007437,90,48,42,6,0,0,15,9,6,5,1,4,1997.8,0,1
ㅼ궗709379,127.171605,37.44026672,219,115,104,26,15,11,38,23,15,1,1,,1994,0,0
ㅼ궗707392,127.1692926,37.4519781,668,322,346,50,20,30,119,66,53,59,25,33,1992.92,2,16
ㅼ궗677343,127.1355886,37.40771172,185,98,87,8,0,0,42,28,14,5,1,2,2000.4,0,1
ㅼ궗718387,127.1817484,37.44750544,0,,0,,,,,,,1,,,2006,0,0
ㅼ궗665328,127.1220973,37.39414872,375,190,185,20,10,10,111,55,56,5,4,,1994.75,0,0
ㅼ궗674403,127.1319341,37.46178271,0,0,,,,,0,0,,,,,,0,0
ㅼ궗701377,127.1625697,37.43843853,473,210,263,18,8,10,107,63,44,98,,93,1988.45,1,18
ㅼ궗663266,127.1201197,37.33825671,221,106,115,39,18,21,31,17,14,2,2,,1996,0,0
ㅼ궗685404,127.1443681,37.46272215,165,81,84,13,0,8,20,12,8,10,9,,2019,0,0
ㅼ궗697339,127.1582038,37.40417376,20,7,13,0,0,0,,,,2,,1,2000,0,2
ㅼ궗682304,127.1414058,37.37257574,219,120,99,42,23,19,37,25,12,2,1,,1993,0,0
ㅼ궗669319,127.1266565,37.3860508,278,152,126,8,0,0,15,8,7,1,,,2003,1,0
ㅼ궗642336,127.0960749,37.40127371,65,27,38,13,0,8,0,0,0,18,,17,2013.44,1,6
ㅼ궗583305,127.0295896,37.37308524,7,0,0,0,,0,0,0,0,1,,,2005,0,1
ㅼ궗673348,127.1310468,37.41220452,133,62,71,9,0,0,8,0,0,11,,9,1998.55,0,2
ㅼ궗652296,127.1075612,37.36525723,45,13,32,0,,0,,,,7,,,2006.43,1,0
ㅼ궗644331,127.0983586,37.3967746,98,47,51,24,9,15,8,0,0,21,,21,2013.67,0,6
ㅼ궗641327,127.0949887,37.3931576,61,35,26,13,6,7,7,0,0,1,1,,2009,0,0
ㅼ궗689374,127.1490175,37.43569495,668,333,335,98,43,55,84,46,38,10,10,,2012.8,0,0
ㅼ궗669273,127.1268619,37.34458787,104,49,55,0,0,0,41,23,18,3,3,,1996,1,0
ㅼ궗660287,127.1166368,37.35717455,213,133,80,0,0,0,176,115,61,2,,,2005,0,0
ㅼ궗655323,127.1108233,37.38960527,340,178,162,57,33,24,33,19,14,21,19,,2009,0,0
ㅼ궗704390,127.1659088,37.45016584,302,145,157,16,8,8,70,40,30,43,4,27,1990.14,2,10
ㅼ궗657291,127.1132308,37.360769,182,87,95,14,0,9,30,19,11,24,,21,1996.54,0,0
ㅼ궗643288,127.097436,37.35801215,134,70,64,0,0,,61,29,32,3,,,2009,1,0
ㅼ궗707400,127.1692608,37.45918897,169,83,86,14,0,9,32,19,13,1,1,,1987,0,0
ㅼ궗625326,127.0769184,37.39219295,82,39,43,6,0,0,11,0,6,14,,10,2010.93,3,0
ㅼ궗647348,127.1016668,37.41210918,30,17,13,0,0,0,13,7,6,12,,12,2003.17,0,0
ㅼ궗686406,127.1454903,37.46452826,234,115,119,8,0,0,43,22,21,2,2,,2015,0,0
ㅼ궗646390,127.1003356,37.44996229,171,89,82,10,7,0,37,20,17,20,2,16,2010.7,0,3
ㅼ궗658351,127.1140829,37.41485448,32,13,19,0,0,0,0,0,0,4,1,,2011.25,0,0
ㅼ궗694400,127.1545616,37.45914691,0,,0,,,,,,,,,,,0,0
ㅼ궗676346,127.1344456,37.41041232,257,134,123,8,0,0,43,22,21,27,,27,1995.78,1,4
ㅼ궗675347,127.1333112,37.41131018,86,42,44,6,0,0,10,6,0,11,,5,1998.55,0,4
ㅼ궗669372,127.1264193,37.43382294,287,146,141,33,15,18,62,34,28,22,5,11,1997.09,0,8
ㅼ궗680352,127.1389395,37.41583438,104,56,48,9,0,0,19,13,6,1,1,,1993,0,0
ㅼ궗677375,127.1354488,37.43655525,516,238,278,21,10,11,130,74,56,109,,102,1989.83,2,17
ㅼ궗610326,127.059973,37.39213111,74,38,36,0,0,0,9,6,0,8,3,3,2003,0,5
ㅼ궗651282,127.1064978,37.35263434,494,257,237,68,27,41,75,41,34,4,4,,1995.75,0,0
ㅼ궗626326,127.0780481,37.39219699,59,33,26,7,0,0,6,0,0,9,,7,2010.78,1,0
ㅼ궗663392,127.1195461,37.45182843,0,,0,,,,,,,8,,,1991.63,0,0
ㅼ궗658293,127.1143508,37.36257542,0,,0,,,,,,,9,,,1996,1,0
ㅼ궗700372,127.1614596,37.4339285,429,212,217,28,14,14,88,47,41,43,10,26,1991.52,1,16
ㅼ궗677319,127.1356934,37.38607898,0,0,0,,,,0,0,0,5,,1,2002.8,0,1
ㅼ궗685305,127.1447898,37.37348733,125,67,58,17,9,8,8,0,0,2,2,,1994,0,0
ㅼ궗699350,127.1604188,37.41409528,188,89,99,27,15,12,35,16,19,1,1,,2013,0,0
ㅼ궗677299,127.1357806,37.36805164,106,53,53,17,7,10,28,13,15,7,7,,1999,0,0
ㅼ궗689349,127.1491227,37.41316092,132,71,61,18,10,8,30,16,14,1,1,,2010,0,0
ㅼ궗663294,127.1199925,37.36349506,574,294,280,73,34,39,109,57,52,3,3,,1995,0,0
ㅼ궗668294,127.1256389,37.36351306,26,11,15,0,0,0,0,0,,2,,2,1996.5,0,1
ㅼ궗694398,127.1545699,37.4573442,566,268,298,50,15,35,103,53,50,59,29,26,1996.25,0,11
ㅼ궗701400,127.1624766,37.45916978,614,316,298,49,29,20,123,67,56,45,18,27,1992.82,0,8
ㅼ궗642294,127.0962779,37.36341649,26,14,12,0,,0,0,0,0,10,1,5,2006.89,1,0
ㅼ궗685384,127.1444534,37.44469502,204,110,94,18,9,9,49,30,19,25,8,7,1988.08,1,3
ㅼ궗693408,127.1533976,37.46635445,166,84,82,30,11,19,32,16,16,5,5,,2017,0,0
ㅼ궗654358,127.10953,37.42114915,0,,0,,,,0,,0,,,,,0,0
ㅼ궗629322,127.0814572,37.3886036,28,15,13,0,,0,0,0,0,9,,9,2012.67,1,0
ㅼ궗628282,127.0805284,37.3525451,0,0,0,,,,0,0,0,1,,1,2013,0,0
ㅼ궗643294,127.0974071,37.36342034,140,67,73,8,0,0,41,21,20,15,6,3,1993.2,0,4
ㅼ궗656300,127.1120598,37.3688776,108,56,52,7,0,0,24,14,10,15,,10,1994.93,1,1
ㅼ궗668381,127.1252486,37.44193158,441,227,214,22,8,14,122,71,51,35,9,23,1994.94,0,12
ㅼ궗645280,127.0997327,37.35080888,0,0,0,,,,,,,,,,,0,0
ㅼ궗631323,127.0837115,37.38951293,31,13,18,0,0,0,0,0,,6,,6,2013.5,2,0
ㅼ궗656291,127.1121015,37.3607653,114,53,61,7,0,0,19,10,9,16,,13,1995.63,2,0
ㅼ궗678302,127.1368969,37.37075922,542,283,259,54,22,32,103,62,41,2,2,,1994,0,0
ㅼ궗667347,127.1242713,37.4112818,0,0,0,,,,0,0,,3,,,2000.67,0,0
ㅼ궗657296,127.1132076,37.36527583,220,117,103,26,11,15,56,31,25,3,3,,1994.33,0,0
ㅼ궗654323,127.1096937,37.38960154,443,221,222,84,37,47,33,14,19,2,2,,2009,0,0
ㅼ궗669342,127.1265536,37.40678216,149,80,69,24,13,11,31,16,15,1,1,,1993,1,0
ㅼ궗642375,127.095886,37.43642661,19,8,11,0,0,0,6,0,0,5,,4,2011.75,0,3
ㅼ궗707402,127.1692529,37.46099168,385,193,192,31,16,15,88,49,39,30,8,17,1993.5,1,7
ㅼ궗674356,127.1321415,37.41941892,89,37,52,8,,8,14,8,6,8,,8,2012.5,1,0
ㅼ궗694413,127.1545077,37.47086454,179,99,80,30,21,9,20,8,12,2,1,,2015,0,0
ㅼ궗631286,127.0838958,37.35616253,0,0,0,,,,0,0,0,,,,,0,2
ㅼ궗673356,127.1310114,37.4194154,189,84,105,36,13,23,22,10,12,16,,16,2012.19,0,0
ㅼ궗689303,127.1493159,37.37169807,122,65,57,0,,0,26,17,9,2,2,,1995,0,0
ㅼ궗650367,127.1049668,37.42924634,79,31,48,11,0,7,19,11,8,7,,5,2015.29,0,0
ㅼ궗691397,127.151182,37.45643288,0,0,0,,,,0,,0,44,4,34,1988.68,0,6
ㅼ궗642369,127.0959151,37.43101849,332,164,168,58,31,27,39,20,19,2,2,,2021,0,0
ㅼ궗679391,127.13764,37.45098392,61,29,32,0,0,,13,10,0,15,,14,1986.07,0,3
ㅼ궗680415,127.1386665,37.47261989,243,125,118,48,25,23,29,15,14,1,1,,2017,0,0
ㅼ궗668373,127.1252845,37.43472072,0,0,0,,,,,,,1,,1,2020,0,0
ㅼ궗689406,127.1488827,37.46453839,56,25,31,10,0,0,6,0,0,11,,11,2017.82,0,0
ㅼ궗682402,127.1409844,37.46090918,0,,0,,,,,,,11,,3,2006,1,3
ㅼ궗689319,127.1492487,37.38611997,15,6,9,,,,6,0,0,4,,,2008.5,0,1
ㅼ궗702381,127.163684,37.44204719,128,60,68,11,0,6,25,12,13,10,3,3,1993.1,2,6
ㅼ궗695401,127.1556881,37.46005157,17,9,8,0,0,0,0,0,0,2,,1,2014.5,0,0
ㅼ궗699374,127.1603211,37.43572797,489,229,260,23,9,14,109,60,49,86,2,80,1988.73,1,16
ㅼ궗657316,127.1131151,37.38330314,0,0,0,,,,,,,1,,1,2010,0,1
ㅼ궗629354,127.0812967,37.41744703,12,7,0,,,,,,,2,,1,2012,1,18
ㅼ궗642338,127.0960652,37.40307642,23,11,12,0,0,0,0,0,,7,,7,2014.43,0,1
ㅼ궗652283,127.1076222,37.35353946,645,335,310,85,43,42,97,54,43,4,3,,1995.5,0,0
ㅼ궗668394,127.1251901,37.4536492,25,9,16,0,,0,0,0,,2,,2,1990.5,0,2
ㅼ궗627323,127.0791929,37.38949694,22,13,9,0,,0,,,,5,,4,2013.4,3,0
ㅼ궗665318,127.1221426,37.38513508,51,18,33,,,,0,0,0,4,,,2000.25,0,0
ㅼ궗686301,127.1459362,37.36988524,307,158,149,23,10,13,47,24,23,25,,25,1997.2,1,3
ㅼ궗675415,127.133012,37.47260246,780,387,393,50,23,27,120,57,63,15,14,,2017,0,0
ㅼ궗683376,127.1422268,37.43747733,43,0,38,,,,14,0,12,8,,,1989.75,0,4
ㅼ궗670317,127.127795,37.38425163,863,455,408,152,72,80,94,52,42,5,3,,1991.4,0,0
ㅼ궗702347,127.163821,37.41140087,368,213,155,44,24,20,73,46,27,2,2,,2008,0,0
ㅼ궗661305,127.1176837,37.37340281,679,348,331,99,47,52,95,55,40,3,3,,1992,0,0
ㅼ궗661303,127.1176928,37.37160008,579,295,284,110,58,52,65,31,34,2,2,,1993,0,0
ㅼ궗668302,127.1256031,37.37072401,100,57,43,7,0,0,19,11,8,1,1,,1993,0,0
ㅼ궗617324,127.0678912,37.39035756,16,8,8,0,0,0,0,0,0,3,,3,2014,1,0
ㅼ궗650352,127.1050378,37.41572598,6,0,0,,,,0,0,0,,,,,0,0
ㅼ궗654268,127.1099504,37.34002639,106,24,82,0,0,,20,0,17,4,,,2001.25,1,3
ㅼ궗674317,127.1323133,37.38426576,48,21,27,0,0,0,0,0,0,7,2,,1999,1,0
ㅼ궗653362,127.1083811,37.42475084,8,0,6,,,,0,0,0,,,,,0,1
ㅼ궗664337,127.1209267,37.40225737,313,168,145,46,26,20,32,16,16,4,4,,1992,0,0
ㅼ궗670404,127.1274066,37.46266989,429,204,225,51,25,26,39,18,21,27,,27,2005.74,1,0
ㅼ궗613294,127.0635292,37.36330018,0,0,,,,,,,,,,,,0,0
ㅼ궗694322,127.1548844,37.38884069,0,0,0,,,,,,,1,,1,2010,0,0
ㅼ궗697371,127.1580727,37.43301737,42,24,18,,,,9,0,0,7,2,1,1993.8,0,4
ㅼ궗666335,127.1231955,37.40046187,149,73,76,14,0,9,33,16,17,1,1,,1993,0,0
ㅼ궗667377,127.1241361,37.43832256,469,240,229,21,16,0,110,57,53,2,2,,1996,0,0
ㅼ궗678379,127.1365618,37.44016417,436,213,223,15,0,11,129,84,45,88,,82,1987.18,1,15
ㅼ궗672304,127.1301117,37.37254095,126,67,59,17,11,6,24,11,13,1,1,,1993,1,0
ㅼ궗672394,127.1297126,37.45366345,59,19,40,0,0,0,,,,3,,3,2003.33,1,0
ㅼ궗674371,127.1320754,37.43293931,413,164,249,7,0,0,101,41,60,37,1,19,1993.14,1,5
ㅼ궗644368,127.0981805,37.43012484,594,311,283,63,33,30,130,79,51,2,2,,2019,0,0
ㅼ궗659339,127.1152683,37.40404184,0,0,,,,,,,,3,,,2010.33,0,0
ㅼ궗672354,127.1298902,37.41760915,144,74,70,28,10,18,16,9,7,2,2,,2012,0,0
ㅼ궗681308,127.1402592,37.37617778,145,72,73,13,6,7,23,11,12,16,,13,1997.19,0,0
ㅼ궗664296,127.1211127,37.36530142,348,182,166,29,14,15,62,38,24,2,2,,1994.5,0,0
ㅼ궗670379,127.1275184,37.44013601,152,71,81,0,,0,34,18,16,25,1,14,1989.24,1,5
ㅼ궗646303,127.100752,37.37154411,123,56,67,7,0,0,15,9,6,9,4,3,2003.44,1,4
ㅼ궗697372,127.1580686,37.43391873,197,94,103,8,0,0,45,25,20,55,4,37,1987.49,0,15
ㅼ궗650362,127.1049905,37.42473956,8,0,0,,,,0,,0,,,,,0,1
ㅼ궗680407,127.1387013,37.46540906,144,79,65,22,14,8,16,9,7,13,,12,2015.54,0,0
ㅼ궗702373,127.1637162,37.43483631,490,230,260,29,13,16,96,51,45,38,10,21,1990.47,1,6
ㅼ궗673318,127.1311793,37.38516361,60,27,33,0,0,0,13,7,6,9,,5,2000.22,0,3
ㅼ궗687404,127.1466296,37.46272893,143,65,78,10,0,7,39,19,20,1,1,,2019,0,0
ㅼ궗672344,127.1299345,37.40859554,167,88,79,16,6,10,30,18,12,3,3,,1994,2,0
ㅼ궗641294,127.0951486,37.36341263,7,0,0,,,,0,0,0,7,,4,2015.29,0,0
ㅼ궗660299,127.1165818,37.36799096,502,285,217,25,16,9,134,89,45,5,5,,1994,0,0
ㅼ궗651299,127.1064177,37.36795758,0,0,0,,,,0,0,,4,,,1999.5,0,0
ㅼ궗660273,127.116701,37.34455538,235,142,93,14,0,10,37,24,13,8,7,,1995,0,0
ㅼ궗650389,127.1048626,37.44907614,0,,0,,,,0,,0,5,,,2005.4,0,2
ㅼ궗643325,127.0972578,37.3913626,491,246,245,97,37,60,44,25,19,5,5,,2009,0,0
ㅼ궗664305,127.1210719,37.37341372,350,178,172,81,39,42,37,21,16,1,1,,1993,0,0
ㅼ궗692352,127.1525002,37.41587502,246,124,122,31,12,19,34,18,16,4,1,2,2009.75,0,0
ㅼ궗676401,127.1342044,37.45998702,0,0,0,,,,0,,0,3,,2,2007,0,0
ㅼ궗651280,127.1065072,37.35083161,239,135,104,0,0,0,20,14,6,1,,,2003,0,0
ㅼ궗662274,127.1189544,37.34546405,108,56,52,7,0,0,41,21,20,5,5,,1999.8,0,0
ㅼ궗692375,127.1524044,37.43660633,13,0,9,,,,0,0,0,3,,3,1985.67,1,2
ㅼ궗660272,127.1167055,37.34365401,149,76,73,14,7,7,37,19,18,10,9,,1995,0,0
ㅼ궗683307,127.1425224,37.37528326,142,67,75,0,0,0,24,14,10,13,,13,1997.08,1,4
ㅼ궗689351,127.1491143,37.41496364,229,120,109,31,11,20,26,14,12,20,,20,2008.7,0,0
ㅼ궗645325,127.0995171,37.39137027,139,75,64,17,12,0,14,8,6,20,,20,2011.05,1,4
ㅼ궗645368,127.0993107,37.43012868,226,121,105,17,8,9,96,60,36,14,13,,2019,0,0
ㅼ궗658336,127.1141522,37.40133408,322,173,149,20,8,12,103,61,42,2,2,,2010,0,0
ㅼ궗649396,127.1036987,37.45538182,13,9,0,0,0,0,,,,3,1,2,2010,0,0
ㅼ궗700373,127.1614555,37.43482986,445,202,243,29,13,16,81,36,45,35,11,22,1992.63,1,9
ㅼ궗706404,127.1681142,37.46279123,372,189,183,30,16,14,79,46,33,29,7,14,1993.83,2,5
ㅼ궗717385,127.1806255,37.44569967,190,96,94,14,7,7,42,23,19,10,8,,2000.5,0,4
ㅼ궗654306,127.1097731,37.37427836,515,282,233,42,19,23,143,77,66,,,,,0,0
ㅼ궗620318,127.071311,37.38496174,82,39,43,0,0,0,20,10,10,1,1,,2009,0,0
ㅼ궗639345,127.0926414,37.4093743,24,13,11,0,0,,8,0,0,10,,7,2005.3,0,0
ㅼ궗685382,127.144462,37.44289231,512,253,259,22,7,15,149,77,72,99,,91,1988.49,2,18
ㅼ궗707404,127.169245,37.4627944,99,50,49,0,0,0,24,18,6,9,3,1,1990.78,0,0
ㅼ궗697401,127.1579496,37.46005814,208,102,106,7,0,0,42,26,16,15,13,2,1994.2,0,7
ㅼ궗657280,127.1132816,37.35085395,454,240,214,20,11,9,113,59,54,3,3,,1995,1,0
ㅼ궗662273,127.1189589,37.34456268,132,64,68,12,7,0,29,14,15,5,5,,1995,1,0
ㅼ궗687393,127.1466763,37.45281402,464,234,230,61,25,36,71,42,29,2,2,,2020,0,0
ㅼ궗655266,127.1110886,37.33822737,230,121,109,13,6,7,53,29,24,3,,,2002,0,0
ㅼ궗710359,127.1728139,37.42224261,0,,0,,,,,,,3,,1,1997.33,0,0
ㅼ궗662308,127.1187994,37.37611056,331,177,154,37,22,15,73,36,37,2,2,,1992,0,0
ㅼ궗609323,127.0588591,37.38942283,6,0,0,,,,0,0,0,2,,1,2008,0,0
ㅼ궗598305,127.0465307,37.3731514,16,8,8,0,0,0,0,0,0,4,,4,2000.75,0,6
ㅼ궗689405,127.1488869,37.46363703,10,0,6,0,0,0,,,,2,,2,2019,0,0
ㅼ궗683341,127.1423768,37.4059297,0,,0,,,,,,,2,,,2001.5,1,0
ㅼ궗596307,127.044261,37.37494544,36,26,10,,,,34,24,10,3,,,2006.67,0,2
ㅼ궗677306,127.1357501,37.37436122,283,137,146,47,20,27,27,14,13,3,2,,1992.67,0,0
ㅼ궗670402,127.1274156,37.46086718,488,219,269,22,17,0,63,33,30,26,,26,2002.69,0,0
ㅼ궗676366,127.1343579,37.42843953,78,40,38,0,0,0,20,11,9,9,1,1,2000.67,0,0
ㅼ궗659298,127.115457,37.36708593,193,104,89,0,0,0,81,50,31,12,8,,2008.17,0,0
ㅼ궗675378,127.1331749,37.43925233,304,158,146,14,0,9,79,49,30,74,,58,1986.05,1,13
ㅼ궗639301,127.092856,37.36971443,35,23,12,0,0,0,16,11,0,4,3,1,2001.5,0,0
ㅼ궗645373,127.0992867,37.43463545,8,0,0,,,,0,,0,,,,,0,0
ㅼ궗676387,127.1342658,37.44736805,408,194,214,29,10,19,103,60,43,68,,46,1986.93,1,11
ㅼ궗627343,127.0790921,37.40752409,0,,0,,,,,,,,,,,0,1
ㅼ궗699340,127.1604595,37.40508163,6,0,0,0,0,,0,0,0,2,,1,1999,0,1
ㅼ궗702400,127.1636073,37.45917301,651,315,336,57,26,31,138,77,61,45,14,31,1992.98,2,9
ㅼ궗668321,127.1255179,37.38784996,417,225,192,53,25,28,60,34,26,7,2,,1993.29,0,0
ㅼ궗675304,127.1334999,37.3725515,293,157,136,44,23,21,41,24,17,2,2,,1992,0,0
ㅼ궗695413,127.1556385,37.47086784,442,231,211,63,34,29,99,49,50,2,2,,2015,0,0
ㅼ궗707372,127.1693719,37.43395089,7,0,0,,,,,,,1,,,1971,0,1
ㅼ궗675307,127.1334868,37.37525561,208,102,106,20,8,12,56,28,28,2,2,,1992.5,0,0
ㅼ궗663327,127.1198424,37.39324012,186,100,86,32,15,17,12,9,0,1,1,,2009,0,0
ㅼ궗673409,127.1307768,37.4671873,178,82,96,10,0,6,19,11,8,14,,12,2003.07,1,1
ㅼ궗698403,127.1590721,37.46186412,93,48,45,8,6,0,19,8,11,12,2,7,1991.67,0,2
ㅼ궗658294,127.1143462,37.36347678,283,145,138,46,20,26,23,14,9,4,1,,1995,0,0
ㅼ궗674328,127.1322649,37.39418078,23,14,9,,,,0,0,0,4,,2,2008,1,5
ㅼ궗666267,127.1235019,37.33916891,11,0,7,0,,0,6,0,0,4,,4,1999.5,0,0
ㅼ궗669333,127.1265939,37.39866989,351,172,179,64,29,35,65,36,29,15,5,,1994.07,1,0
ㅼ궗655353,127.1106834,37.41664608,89,46,43,0,0,0,18,10,8,13,5,5,2013.15,0,2
ㅼ궗676382,127.1342878,37.44286126,364,178,186,23,11,12,96,55,41,29,9,14,1992.72,2,11
ㅼ궗677382,127.1354182,37.44286476,338,168,170,30,16,14,39,22,17,22,2,7,1995,0,4
ㅼ궗673367,127.1309628,37.42933036,308,150,158,14,9,0,70,37,33,22,7,3,1999.05,1,5
ㅼ궗682370,127.1411222,37.43206575,127,67,60,0,0,0,33,22,11,8,1,7,1995.5,0,6
ㅼ궗663331,127.1198242,37.39684557,379,177,202,65,26,39,42,20,22,2,2,,2009,0,0
ㅼ궗671351,127.1287735,37.41490152,256,133,123,19,7,12,55,26,29,1,1,,1993,0,0
ㅼ궗649364,127.1038508,37.42653849,0,0,0,,,,0,0,0,2,,1,2018,1,0
ㅼ궗678346,127.1367055,37.41041929,305,127,178,17,6,11,37,23,14,27,,27,1996.3,0,6
ㅼ궗673385,127.1308831,37.44555479,487,227,260,20,8,12,103,61,42,89,,87,1988.6,0,14
ㅼ궗661338,127.1175326,37.40314781,415,213,202,62,34,28,39,22,17,2,2,,2009,0,0
ㅼ궗690349,127.1502527,37.41316427,418,236,182,21,12,9,101,54,47,2,2,,2008,0,0
ㅼ궗693395,127.1534517,37.45463682,27,10,17,0,,0,9,0,0,99,2,89,1987.97,0,10
ㅼ궗670399,127.127429,37.45816312,180,81,99,0,,0,18,11,7,11,,11,2003,0,0
ㅼ궗682382,127.1410706,37.44288206,449,211,238,24,10,14,94,52,42,65,1,37,1987.09,1,20
ㅼ궗656332,127.1119112,37.39772124,175,97,78,0,0,0,0,0,0,5,,,2013,0,0
