소재지지번주소,위도,경도,설치개수,구,동,세부주소
경기도 성남시 수정구 태평동 7288-31번지 수정맨션,37.44409788,127.1400612,1,수정구,태평동,7288-31번지 수정맨션
경기도 성남시 수정구 태평동 7288-27번지 수정맨션,37.44400557,127.1397571,1,수정구,태평동,7288-27번지 수정맨션
경기도 성남시 수정구 태평동 7288-25번지,37.44418119,127.1403654,1,수정구,태평동,7288-25번지
경기도 성남시 수정구 태평동 2468번지,37.44792736,127.1400514,1,수정구,태평동,2468번지
경기도 성남시 수정구 금토동 382번지,37.40236069,127.0836675,1,수정구,금토동,382번지
경기도 성남시 수정구 수진동 3998번지,37.43733823,127.1287478,1,수정구,수진동,3998번지
경기도 성남시 수정구 신흥동 956번지,37.44952565,127.1467465,1,수정구,신흥동,956번지
경기도 성남시 수정구 신흥동 4936번지,37.44167545,127.1415015,1,수정구,신흥동,4936번지
경기도 성남시 수정구 신흥동 4936번지,37.44167545,127.1415015,1,수정구,신흥동,4936번지
경기도 성남시 수정구 신흥동 6644번지,37.43952844,127.1399213,1,수정구,신흥동,6644번지
경기도 성남시 수정구 신촌동 114-22번지,37.45975311,127.1064914,1,수정구,신촌동,114-22번지
경기도 성남시 수정구 수진동 3718번지,37.43755933,127.1306324,1,수정구,수진동,3718번지
경기도 성남시 수정구 수진동 271번지,37.44050993,127.1336495,1,수정구,수진동,271번지
경기도 성남시 수정구 수진동 2317번지,37.43749175,127.138645,1,수정구,수진동,2317번지
경기도 성남시 수정구 태평동 3783번지,37.44515418,127.1341611,1,수정구,태평동,3783번지
경기도 성남시 수정구 태평동 2516번지,37.44836433,127.1394248,1,수정구,태평동,2516번지
경기도 성남시 수정구 태평동 2522번지,37.44872358,127.1392624,1,수정구,태평동,2522번지
경기도 성남시 수정구 태평동 2552번지,37.44829987,127.1392334,1,수정구,태평동,2552번지
경기도 성남시 수정구 태평동 2556번지,37.44863209,127.1390713,1,수정구,태평동,2556번지
경기도 성남시 수정구 태평동 2559번지,37.4488566,127.138967,1,수정구,태평동,2559번지
경기도 성남시 수정구 금토동 91번지,37.41808315,127.0800193,1,수정구,금토동,91번지
경기도 성남시 수정구 금토동 94번지,37.41750084,127.0804557,1,수정구,금토동,94번지
경기도 성남시 수정구 금토동 94번지,37.41750084,127.0804557,1,수정구,금토동,94번지
경기도 성남시 수정구 금토동 94번지,37.41750084,127.0804557,1,수정구,금토동,94번지
경기도 성남시 수정구 태평동 1558번지,37.45003599,127.1388292,1,수정구,태평동,1558번지
경기도 성남시 수정구 태평동 2512번지,37.44813098,127.1395517,1,수정구,태평동,2512번지
경기도 성남시 수정구 태평동 1807번지,37.4506682,127.1402687,1,수정구,태평동,1807번지
경기도 성남시 수정구 태평동 1811번지,37.45041674,127.1403846,1,수정구,태평동,1811번지
경기도 성남시 수정구 태평동 1816번지,37.4500665,127.1405468,1,수정구,태평동,1816번지
경기도 성남시 수정구 태평동 2244번지,37.44894395,127.1410682,1,수정구,태평동,2244번지
경기도 성남시 수정구 태평동 2294번지,37.44819538,127.140975,1,수정구,태평동,2294번지
경기도 성남시 수정구 태평동 3705-7번지,37.4430269,127.1315976,1,수정구,태평동,3705-7번지
경기도 성남시 수정구 태평동 4195번지,37.44579774,127.1309893,1,수정구,태평동,4195번지
경기도 성남시 수정구 수진동 539번지,37.44024499,127.1356189,1,수정구,수진동,539번지
경기도 성남시 수정구 상적동 190-30번지 청계몽베르,37.43197609,127.0728891,1,수정구,상적동,190-30번지 청계몽베르
경기도 성남시 수정구 산성동 2140번지,37.45133887,127.1520494,1,수정구,산성동,2140번지
경기도 성남시 수정구 산성동 1375번지,37.45516626,127.1504916,1,수정구,산성동,1375번지
경기도 성남시 수정구 산성동 578번지 성원스위트빌2차,37.45521531,127.1535655,1,수정구,산성동,578번지 성원스위트빌2차
경기도 성남시 수정구 단대동 28-10번지 태양빌라,37.45910463,127.1581562,1,수정구,단대동,28-10번지 태양빌라
경기도 성남시 수정구 금토동 376번지,37.40089165,127.0824656,1,수정구,금토동,376번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 태평동 268번지,37.4501836,127.1368271,1,수정구,태평동,268번지
경기도 성남시 수정구 태평동 247번지,37.45066118,127.1380648,1,수정구,태평동,247번지
경기도 성남시 수정구 양지동 1017번지,37.46039801,127.1626519,1,수정구,양지동,1017번지
경기도 성남시 수정구 양지동 330번지,37.45972434,127.1629533,1,수정구,양지동,330번지
경기도 성남시 수정구 태평동 83번지,37.45056375,127.1395352,1,수정구,태평동,83번지
경기도 성남시 수정구 태평동 263번지,37.45031296,127.1372664,1,수정구,태평동,263번지
경기도 성남시 수정구 태평동 279번지,37.45033312,127.13756,1,수정구,태평동,279번지
경기도 성남시 수정구 태평동 1824번지,37.44955465,127.14079,1,수정구,태평동,1824번지
경기도 성남시 수정구 태평동 1797번지,37.45003857,127.1404228,1,수정구,태평동,1797번지
경기도 성남시 수정구 태평동 1801번지,37.45031705,127.1403066,1,수정구,태평동,1801번지
경기도 성남시 수정구 태평동 1768번지,37.45060357,127.1400547,1,수정구,태평동,1768번지
경기도 성남시 수정구 태평동 1778번지,37.45001088,127.1403327,1,수정구,태평동,1778번지
경기도 성남시 수정구 태평동 1713번지,37.44946905,127.1401694,1,수정구,태평동,1713번지
경기도 성남시 수정구 태평동 1721번지,37.449999,127.1399373,1,수정구,태평동,1721번지
경기도 성남시 수정구 태평동 1726번지,37.45031328,127.1397867,1,수정구,태평동,1726번지
경기도 성남시 수정구 태평동 2385번지,37.44893705,127.1401189,1,수정구,태평동,2385번지
경기도 성남시 수정구 태평동 2452번지,37.44896973,127.1396552,1,수정구,태평동,2452번지
경기도 성남시 수정구 태평동 3794-4번지,37.44561411,127.1342123,1,수정구,태평동,3794-4번지
경기도 성남시 수정구 태평동 3538번지,37.41408602,127.1220354,1,수정구,태평동,3538번지
경기도 성남시 수정구 태평동 3560-1번지,37.44346329,127.1345874,1,수정구,태평동,3560-1번지
경기도 성남시 수정구 태평동 2933번지,37.44737854,127.1364524,1,수정구,태평동,2933번지
경기도 성남시 수정구 태평동 2991-4번지,37.44665197,127.1356696,1,수정구,태평동,2991-4번지
경기도 성남시 수정구 태평동 2478번지,37.44843839,127.1396952,1,수정구,태평동,2478번지
경기도 성남시 수정구 태평동 2473번지,37.44813295,127.139823,1,수정구,태평동,2473번지
경기도 성남시 수정구 태평동 2487번지,37.44898586,127.139395,1,수정구,태평동,2487번지
경기도 성남시 수정구 태평동 2428번지,37.44871024,127.1399068,1,수정구,태평동,2428번지
경기도 성남시 수정구 태평동 2430번지,37.44852177,127.1400107,1,수정구,태평동,2430번지
경기도 성남시 수정구 태평동 2434번지,37.44822535,127.1401384,1,수정구,태평동,2434번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 금토동 93-4번지,37.4172435,127.0809672,1,수정구,금토동,93-4번지
경기도 성남시 수정구 오야동 257-1번지,37.45484555,127.1045378,1,수정구,오야동,257-1번지
경기도 성남시 수정구 오야동 254-5번지,37.45495675,127.1049434,1,수정구,오야동,254-5번지
경기도 성남시 수정구 오야동 253-4번지,37.45498591,127.1052256,1,수정구,오야동,253-4번지
경기도 성남시 수정구 오야동 245-1번지,37.45500846,127.1058244,1,수정구,오야동,245-1번지
경기도 성남시 수정구 오야동 225-15번지,37.45496631,127.1062092,1,수정구,오야동,225-15번지
경기도 성남시 수정구 오야동 262번지,37.45404995,127.1041856,1,수정구,오야동,262번지
경기도 성남시 수정구 태평동 2408번지,37.44799216,127.1402879,1,수정구,태평동,2408번지
경기도 성남시 수정구 태평동 2411번지,37.44824394,127.1402173,1,수정구,태평동,2411번지
경기도 성남시 수정구 태평동 2398번지,37.44858608,127.1401794,1,수정구,태평동,2398번지
경기도 성남시 수정구 태평동 2419번지,37.44887259,127.1399275,1,수정구,태평동,2419번지
경기도 성남시 수정구 태평동 1930번지,37.45004529,127.1413495,1,수정구,태평동,1930번지
경기도 성남시 수정구 태평동 1903번지,37.45001761,127.1412594,1,수정구,태평동,1903번지
경기도 성남시 수정구 태평동 1921번지,37.45062905,127.1410829,1,수정구,태평동,1921번지
경기도 성남시 수정구 태평동 1917번지,37.45088059,127.1409783,1,수정구,태평동,1917번지
경기도 성남시 수정구 태평동 1942번지,37.4506121,127.14123,1,수정구,태평동,1942번지
경기도 성남시 수정구 태평동 1979번지,37.45060481,127.1414674,1,수정구,태평동,1979번지
경기도 성남시 수정구 오야동 262-1번지,37.45422148,127.1042288,1,수정구,오야동,262-1번지
경기도 성남시 수정구 오야동 258-15번지,37.45447452,127.1043275,1,수정구,오야동,258-15번지
경기도 성남시 수정구 오야동 257-17번지,37.45465455,127.1043027,1,수정구,오야동,257-17번지
경기도 성남시 수정구 오야동 270-2번지,37.45477133,127.1042561,1,수정구,오야동,270-2번지
경기도 성남시 수정구 오야동 260-2번지,37.45480823,127.1043687,1,수정구,오야동,260-2번지
경기도 성남시 수정구 태평동 5140번지,37.44667394,127.1288319,1,수정구,태평동,5140번지
경기도 성남시 수정구 산성동 2179번지,37.45088793,127.1532525,1,수정구,산성동,2179번지
경기도 성남시 수정구 태평동 1457번지,37.44993187,127.138141,1,수정구,태평동,1457번지
경기도 성남시 수정구 시흥동 248-8번지,37.41531186,127.1016641,1,수정구,시흥동,248-8번지
경기도 성남시 수정구 금토동 486-3번지,37.40768585,127.0801576,1,수정구,금토동,486-3번지
경기도 성남시 수정구 금토동 480번지,37.40911751,127.0788637,1,수정구,금토동,480번지
경기도 성남시 수정구 복정동 128-9번지,37.46034335,127.1362357,1,수정구,복정동,128-9번지
경기도 성남시 수정구 복정동 149번지,37.4607588,127.1363666,1,수정구,복정동,149번지
경기도 성남시 수정구 단대동 39-1번지,37.45857375,127.1557319,1,수정구,단대동,39-1번지
경기도 성남시 수정구 태평동 1993번지,37.45006561,127.1416657,1,수정구,태평동,1993번지
경기도 성남시 수정구 태평동 1966번지,37.45043297,127.141379,1,수정구,태평동,1966번지
경기도 성남시 수정구 태평동 1961번지,37.45010091,127.1415636,1,수정구,태평동,1961번지
경기도 성남시 수정구 태평동 1958번지,37.44992128,127.1416448,1,수정구,태평동,1958번지
경기도 성남시 수정구 태평동 3367번지,37.44408301,127.1380159,1,수정구,태평동,3367번지
경기도 성남시 수정구 태평동 3377번지,37.44397698,127.1370678,1,수정구,태평동,3377번지
경기도 성남시 수정구 태평동 3379-1번지,37.44375984,127.1369459,1,수정구,태평동,3379-1번지
경기도 성남시 수정구 태평동 3269-2번지,37.44529367,127.1372222,1,수정구,태평동,3269-2번지
경기도 성남시 수정구 태평동 3286번지 황실빌라,37.44673238,127.1368101,1,수정구,태평동,3286번지 황실빌라
경기도 성남시 수정구 태평동 3273-1번지,37.44583246,127.1369674,1,수정구,태평동,3273-1번지
경기도 성남시 수정구 태평동 3300-2번지 재연빌라,37.44528796,127.1376743,1,수정구,태평동,3300-2번지 재연빌라
경기도 성남시 수정구 태평동 3453번지,37.44340474,127.1364415,1,수정구,태평동,3453번지
경기도 성남시 수정구 태평동 3447-2번지,37.44410513,127.1361057,1,수정구,태평동,3447-2번지
경기도 성남시 수정구 태평동 3445-1번지,37.44429524,127.1362278,1,수정구,태평동,3445-1번지
경기도 성남시 수정구 태평동 3448-1번지,37.44388219,127.1364247,1,수정구,태평동,3448-1번지
경기도 성남시 수정구 태평동 3450번지 강남주택,37.44354981,127.1365641,1,수정구,태평동,3450번지 강남주택
경기도 성남시 수정구 태평동 3493번지,37.442758,127.1367201,1,수정구,태평동,3493번지
